LKF,"AVIATION ADVISOR, INC. (ANTIOCH, IL)"
LKH,SMALL PLANET
LKN,PT NAM AIR
LKS,"AIRLINK SOLUTIONS, S.L."
LLB,"LLOYD AEREO BOLIVIANO, S.A."
LLC,SMALL PLANET AIRLINES JSC
LLD,"LLOYD AVIATION, C.A."
LLE,AEROTRANSPORTE CONVALLES
LLJ,"BEIJING MAYBOUNE GENERAL AVIATION CO., LTD."
LLK,LIFE LINE AVIATION
LLL,LAO SKYWAY
LLM,"YAMAL AIRLINES, JOINT-STOCK COMPANY"
LLN,ALLEN CORPORATION OF AMERICA
LLP,SMALL PLANET AIRLINES SP. Z.O.O.
LLR,ALLIANCE AIR
LLS,"SERVICIOS AEREOS ESTRELLA, S.A. DE C.V."
LLT,CLASSIC JET
LLY,LET'S FLY
LMA,"AEROLIMA, S.A. DE C.V."
LMD,LAMIA
LME,LIGNES MAURITANIENNES AIR EXPRESS
LMG,SOUTH AFRICAN AIR FORCE
LMJ,"LUXAVIATION E.A, S.A."
LMK,GRANTEX AVIATION
LMP,SERVICIOS AEREOS E INMOBILIARIOS ASI SA DE CV
LMR,LAMRA LTD
LMS,LOMAS HELICOPTERS LTD
LMU,ALMASRIA UNIVERSAL AIRLINES
LMX,AERONAVES ESPECIALIZADAS EN TRANSPORTACIONES AEREAS S.A DE C.V.
LNA,LNAIR AIR SERVICES S.L.
LND,DIRECT2 LLC
LNE,AEROLANE - LINEAS AEREAS NACIONALES DEL ECUADOR S.A.
LNG,"LOCKHEED MARTIN AERONAUTICS COMPANY (FORT WORTH, TX)"
LNH,"LINEA AEREA NACIONAL DE HONDURAS, S.A. DE C.V. (LANHSA)"
LNI,"LION MENTARI AIRLINES, PT."
LNK,SA AIRLINK (PTY) LTD
LNM,"LIAONING MERIDIAN JET CO., LTD."
LNQ,LINKSAIR LTD
LNX,LONDON EXECUTIVE AVIATION LTD
LOA,LEOAIR HOLDINGS (PTY) LTD
LOC,"LOCAIR, INC. (FORT LAUDERDALE, FL)"
LOF,"TRANS STATES AIRLINES, INC. D/B/A TRANS WORLD EXPRESS"
LOG,LOGAN AIR LIMITED
LOJ,LOJY AIR
LOK,ALOK AIR CO.
LOL,EASYCHARTER LLC
LON,LEGEND OF THE NILE AVIATION
LOP,LINTON-ON-OUSE FTU
LOR,LEO-AIR CC
LOS,LOSSIEMOUTH FTU
LOT,LOT - POLSKIE LINIE LOTNICZE
LOX,FLYRICH LLC
LPA,LEAP
LPC,ALPINE AVIATION (PTY) LTD
LPD,UK ROYAL/HRH DUKE OF YORK
LPE,LAN PERU S.A.
LPL,"LEASE-A-PLANE INTERNATIONAL (NORTHBROOK, IL)"
LPR,LOTNICZE POGOTOWIE RATUNKOWE
LRB,L R AIRLINES LTD
LRC,"AVIANCA COSTA RICA, S.A"
LRD,"LAREDO AIR (LAREDO, TX)"
LRG,"SOLUCIONES AEREAS DE LA LAGUNA, S.A. DE C.V."
LRK,SKYJET AVIATION SERVICES LIMITED
LRQ,LUXEMBOURG AIR AMBULANCE
LRR,LORRAINE AVIATION
LRS,"COMPANIA DE SERVICIOS AEREOS NACIONALES, S.A. (SANSA)"
LRT,"LIBERTY JET MANAGEMENT (RONKONKOMA, NY)"
LRW,AL RIDA AIRWAYS
LSA,LEADER S.R.L.
LSC,LOS CEDROS AVIACION
LSE,LINEA DE AEROSERVICIOS S.A.
LSG,SKY GOLDEN LACHIN
LSH,"LOTT SHIP AGENCY, INC. (MOBILE, AL)"
LSI,MSC AIR S.P.A.
LSJ,AIR LIAISON
LSK,SKYLIGHT JSC
LSL,LEAIR CHARTER SERVICES LTD
LSM,LUXAVIATION SAN MARINO S.R.L.
LSN,"VL SERVICIOS NACIONALES, S.A. DE C.V."
LSO,LONE STAR COMMUNICATIONS
LSP,SPECTRUM AVIATION INCORPORATED
LST,"LESORTEC, S.A. DE C.V."
LSV,SLOVENIAN MINISTRY OF DEFENCE
LSX,"ATLAS EXECUTIVE AIR, S.L."
LSY,LEBANON SKY AVIATION
LTA,"LEADERSHIP IN FLIGHT TRAINING, LLC, DBA AS LIFT ACADEMY"
LTC,CHARTER JETS
LTD,"EXECUTIVE EXPRESS AVIATION D/B/A JA AIR CHARTER (SUGAR GROVE, IL)"
LTE,L T E INTERNATIONAL AIRWAYS S.A.
LTF,LET'S FLY S.R.O.
LTG,ABSA AEROLINHAS BRASILEIRAS S/A
LTR,LUFTTRANSPORT A/S
LTS,"FLIGHT INSPECTIONS AND SYSTEMS, CJSC"
LTU,TFC FLUGBETRIEB UND -TECHNIK BERATUNGSGESELLSCHAFT MBH
LTZ,LOUTZAVIA CHARTERS CC
LUA,LUMINAIR GMBH
LUC,ALBINATI AERONAUTICS SA
LUE,AEROCLUB DE ALICANTE
LUK,LUKOIL-AVIA
LUT,LUFT CARGO (PTY) LTD
LUV,RC AIRLINES COMPANY LIMITED
LVA,HAWAIIAN GLOBETROTTER
LVB,IRS AIRLINES
LVL,FLY LEVEL
LVS,"INSIGNIA AVIACION, S.A. DE C.V."
LVT,ELEVATE JET LLC
LVU,LEVU TRANSPORTE AEREO E LOGISTICA DE CARGAS LTDA
LVW,PACIFIC SKY AVIATION INC
LWA,LIBYAN WINGS
LWC,"TRANSPORTES AEREOS DE ACAPULCO, S.A. DE C.V"
LWG,LUXWING
LWI,LUMIWINGS
LWL,"LOWLEVEL, LDA"
LXA,LUXAVIATION S.A.
LXC,CAE AVIATION
LXF,"LYNX AIR INTERNATIONAL (FORT LAUDERDALE, FL)"
LXG,"LUXAVIATION GERMANY GMBH, BUEREN"
LXJ,"FLEXJET LLC (RICHARDSON, TX)"
LXM,LUXAVIATION MALTA
LXP,TRANSPORTE AEREO S.A. (LAN EXPRESS)
LXR,SKY PRIME MALTA
LXS,"LYNX SERVICIOS AEREOS, S.A. DE C.V."
LXW,LANEXANG
LXX,LIBYAN EXPRESS FOR AIR TRANSPORT
LYA,LIBYAN AIR AMBULANCE
LYB,LYNDEN AIR CARGO
LYC,"LYNDEN AIR CARGO, LLC"
LYD,LYDD AIR LTD
LYF,LITHUANIAN AIR FORCE SAFETY DEPARTMENT
LYH,YANKEE LIMA HELICOPTERES
LYM,"KEY LIME AIR (ENGLEWOOD, CO)"
LYN,AIR KYRGYZSTAN
LYX,SMARTLYNX AIRLINES MALTA
LZA,"LANZA AIR, S.L."
LZB,BULGARIA AIR
LZF,"LEASE FLY, S.A."
MAA,"AEROTRANSPORTES MAS DE CARGA, S.A. DE C.V."
MAB,AIRBORNE LIDAR MAPPING A/S
MAC,AIR ARABIA MAROC
MAD,"MALONE AIRCHARTER, INC"
MAE,MALI AIR LUFTVERKEHR GESELLSCHAFT M.B.H.
MAG,NATO ALLIANCE GROUND SURVEILLANCE (AGS)
MAI,MAURITANIAN AIRLINES INTERNATIONAL
MAJ,MITSUBISHI AIRCRAFT CORPORATION
MAK,MAKLEE AIR
MAL,MORNINGSTAR AIR INC.
MAN,"MANNION AIR CHARTER, INC. (YPSILANTI, MI)"
MAO,"MAYO CLINIC (ROCHESTER, MN)"
MAP,"ALTAIR JETS, C.A."
MAQ,"MAC AVIATION, S.L."
MAR,AIR MEDITERRANEAN S.A
MAS,MALAYSIA AIRLINES BERHAD
MAT,"MAINE AVIATION AIRCRAFT CHARTER LLC (PORTLAND, ME)"
MAU,AIR MAURITIUS LIMITED
MAV,MANTA AVIATION PVT. LTD.
MAW,MUSTIQUE AIRWAYS
MAX,MAX-AVIATION
MAY,MALTA AIR
MBA,AVAG AIR GMBH FUR LUFTFAHRT
MBC,"AIRJET EXPLORACAO AEREA DE CARGA, PASSAGEIROS E CORREIOS, LDA"
MBE,MARTIN-BAKER LTD.
MBF,"MABE FLIGHTS, S.L."
MBG,ZEPHYR AVIATION LTD
MBK,CHRONO JET INC
MBO,MB AERO
MBR,BRAZILIAN NAVY AVIATION
MBS,MBACHI AIR/GROUND SERVICES LIMITED
MBT,"PROVINCE OF MANITOBA, AIR SERVICES BRANCH"
MBU,MARABU AIRLINES OU
MCA,MEDITERRANEAN COASTAL AIRLINES LTD.
MCC,MCC AVIATION (PTY) LTD
MCD,AIR MEDICAL LTD
MCE,MARSHALL AEROSPACE
MCJ,MICROJET INC.
MCK,AEROWAYS
MCL,MEDICAL AVIATION SERVICES LTD
MCM,HELI-AIR-MONACO
MCO,"AEROLINEAS MARCOS, S.A. DE C.V."
MCP,MARCOPOLO AIRWAYS
MCS,MCS AEROCARGA DE MEXICO S.A. DE C.V.
MCT,"TRANSPORTACION AEREA DEL MAR DE CORTES, S.A. DE C.V."
MCV,"MTC AVIACION, S.A. DE C.V."
MCW,AVIATION MACHINE WORKS - CENTRAFRIQUE (AMW-CENTRAFRIQUE)
MCX,CARGO EXPRESS
MCY,AMBULANCE AIR AFRICA
MDA,MANDARIN AIRLINES
MDB,"VERTICAL AVIATION, LLC"
MDD,MDLR AIRLINES
MDE,MAURITANIENNE DE TRANSPORT AERIEN
MDF,SWIFTAIR HELLAS S.A.
MDG,"AIR MADAGASCAR, SOCIETE NATIONALE MALGACHE DE TRANSPORTS AERIENS"
MDI,IAS MEDICAL LTD
MDK,MADIKWE CHARTER CC
MDM,MEDAVIA COMPANY LTD
MDN,MCDAN AVIATION SAN MARINO S.R.L.
MDO,MEL AIR LIMITED
MDR,"COMPANIA MEXICANA DE AEROPLANOS, S.A."
MDS,"MCNEELY CHARTER SERVICES, INC. (WEST MEMPHIS, AR)"
MDT,SUNDT AIR A/S
MDW,FLYAWESOME LIMITED
MDX,MEDAIR CHARTER (PTY) LTD
MDZ,MDL AVIATION INTERNATIONAL SERVICES
MEA,MIDDLE EAST AIRLINES - AIRLIBAN
MEC,"MERCURY AIRCOURIER SERVICE (SALT LAKE CITY, UT)"
MED,MED AIRWAYS
MEF,AIR MERIDIAN LIMITED
MEI,"MERLIN AIRWAYS, INC. (BILLINGS, MT)"
MEJ,"AIRMED INTERNATIONAL LLC (BIRMINGHAM, AL)"
MEK,"MED-TRANS OF FLORIDA, INC. (TAMPA, FL)"
MEL,MEGA LINHAS AEREAS
MEM,MERIDIAN LTD
MEN,MAE AIRCRAFT MANAGEMENT
MER,"METHOW AVIATION, INC. (EAST WENATCHEE, WA)"
MES,"MESABA AVIATION (GRAND RAPIDS, MN)"
MET,METEOROLOGICAL RESEARCH FLIGHT
MEV,MED-VIEW AIRLINES (NIGERIA) LIMITED
MEX,S.C. NETEX CONSULTING S.R.L.
MFA,MARTYN FIDDLER ASSOCIATES
MFB,MOUNTAIN FLYERS 80 LTD
MFC,CANLINK AVIATION INC.
MFD,"MONARCH AIR GROUP, LLC (FT. LAUDERDALE, FL)"
MFG,MID AFRICA AVIATION
MFJ,SOLENTA AVIATION MOZAMBIQUE SA
MFL,"AERO MCFLY, S.A. DE C.V."
MFR,"MIDLINE AIR FREIGHT (OWENSBORO, KY)"
MFT,MULTIFLIGHT LTD
MFX,MY FREIGHTER
MFY,"MEDIFLY, S.A. DE C.V."
MGA,M G AVIACION S.L.
MGC,AIR CARGO MONGOLIA
MGD,"MIAMI AIR LEASE, INC. (MIAMI, FL)"
MGE,"AERO-MICRONESIA, INC. D/B/A ASIA PACIFIC AIRLINES (DANVILLE, CA)"
MGF,TRTO AGENCY LTD.
MGG,ELMAGAL AVIATION SERVICES CO. LTD
MGH,MAVI GOK HAVACILIK A.S
MGI,MARGHI AIR LIMITED
MGL,MONGOLIAN AIRLINES
MGM,"TRANSPORTE AEREO MGM, S.A DE C.V."
MGO,PUNTO FA S.L.
MGP,ARIRANG AVIATION LIMITED
MGR,MAGNA AIR
MGT,AIR ATTACK TECHNOLOGIES
MGV,MEGIDO AVIATION
MGW,MONGOLIAN AIRWAYS CARGO
MGX,MONTENEGRO AIRLINES
MGY,MADAGASCAR AIRLINES
MHA,"MOUNTAIN HIGH AVIATION (WALLA WALLA, WA)"
MHC,"AERO JOMACHA, S.A. DE C.V."
MHD,YAS AIR KISH
MHF,"MARITIME HELICOTPERS (HOMER, AK)"
MHH,MOUNTHILL AVIATION RESOURCE SERVICES LTD.
MHK,AL-NASER AIRLINES
MHL,MERIDIAN AIRLINES LTD
MHN,MANHATTAN AIR LIMITED
MHO,"MOKULELE AIRLINES (KAILUA'KONA, HI)"
MHQ,SKARGARDSHAVETS HELIKOPTERTJANST AB (SHT)
MHS,AIR MEMPHIS
MHU,AIR MEMPHIS
MHV,"MHS AVIATION GMBH, GRUENWALD"
MHY,METRON AVIATION
MIA,"MAURIA, SOCIETE MAURITANIENNE D'AVIATION"
MIC,"MINT LINEAS AEREAS, S.A."
MID,"WATERS AERO-MARINE, INC. D/B/A PENOBSCOT ISLAND AIR (SOUTH THOMASTON, ME)"
MIE,"AERO PREMIER DE MEXICO, S.A. DE C.V."
MIG,"RUSSIAN AIRCRAFT CORPORATION -MIG, FEDERAL STATE UNITARY ENTERPRISE"
MIH,MASSY AIRLINES
MIM,MILLESIME AVIATION
MIN,MJET LIMITED
MIP,THE MITRE CORPORATION
MIR,"SERVICIOS AEREOS MIRA, S.A. DE C.V."
MIS,BIRD IN A BIPLANE LTD
MIT,"FLIGHT LINE, INC. (JACKSON, MS)"
MIZ,"DESARROLLO MILAZ, S.A. DE C.V."
MJA,ALMAJARA AVIATION
MJB,"IBERFLY, S.L."
MJC,"MANDARIN AIR CO., LTD"
MJE,EMPIRE AVIATION GROUP
MJF,MJET GMBH
MJI,"MAJESTIC JET, INC. (FT. LAUDERDALE, FL)"
MJJ,MJETS LIMITED
MJN,ROYAL AIR FORCE OF OMAN (AIR TRANSPORT)
MJP,AIR MAJORO S.A.
MJR,"MIDAMERICA JET, INC. (OWENSBORO, KY)"
MJS,"AIRCHARTERS WORLWIDE INC. (FT. LAUDERDALE, FL)"
MJT,"MADJET-TRANSPORTES AEREOS, S.A."
MKA,MOKA AIRWAYS
MKB,MACK AIR
MKG,AIR MEKONG (MEKONG AVIATION JOINT STOCK COMPANY)
MKL,"MCCALL AVIATION, INC. (MCCALL, ID)"
MKR,"LANMEI AIRLINES (CAMBODIA) CO., LTD"
MKT,PT. PERSADA PERKASA AIRNESIA
MKU,"ISLAND AIR (HONOLULU, HI)"
MKV,MAK AVIATION SERVICES
MLA,"FORTY-MILE AIR (TOK, AK)"
MLB,MANAF INTERNATIONAL AIRWAYS
MLD,AIR MOLDOVA
MLE,MOLDAEROSERVICE
MLG,MALAGASY AIRLINES
MLH,AVION EXPRESS MALTA LTD
MLI,MAIS LINHAS AEREAS S.A.
MLK,MILLENNIUM AIR
MLL,AEROCLUB DE MALLORCA
MLM,COMLUX (MALTA) LTD
MLN,"CORPORATE AIR, LLC (WEST MIFFLIN, PA)"
MLO,"SERVICIOS AEREOS MILENIO, S.A. DE C.V."
MLS,"MALL AIRWAYS, INC. (ALBANY, NY)"
MLT,MALETH AERO AOC LTD
MLU,ZRACNO PRISTANISTE MALI LOSINJ D.O.O.
MLV,"MULTISERVICIOS AEREOS DEL VALLE, S.A. DE C.V."
MLX,MALAWI EXPRESS LIMITED
MMA,MYANMAR AIRWAYS INTERNATIONAL CO. LTD
MMD,AIR ALSIE A/S
MME,MULTIMEDIA ENTERTAINMENT GROUP AIR (PTY) LTD T/A MEGA
MMF,NATO SUPPORT AND PROCUREMENT AGENCY
MMG,AEREO RUTA MAYA
MMH,"MCMAHON HELICOPTER SERVICES, INC."
MMI,MARINA MILITARE ITALIANA
MMJ,MACAU JET INTERNATIONAL
MML,HUNNU AIR
MMM,MERIDIAN AIR COMPANY
MMN,"PRO AIRWAYS, LLC (PLYMOUTH, MA)"
MMO,MALTA MEDAIR
MMU,ROADRUNAIR AVIATION
MMY,"IASCO FLIGHT TRAINING (REDDING, CA)"
MMZ,EUROATLANTIC AIRWAYS
MNB,MNG HAVAYOLLARI VE TASIMACILIK A.S.
MND,CORPORATEJETS XXI S.A.
MNE,TOMONTENEGRO
MNG,AERO MONGOLIA
MNH,"MONARCH AIRLINES (GRAND JUNCTION, CO)"
MNJ,MENAJET
MNK,REAL AEROCLUB DE MAHON
MNM,MANASIK AVIATION COMPANY
MNO,TULCA (PTY) LTD
MNS,MEDSKY AIRWAYS
MNT,MONTSERRAT AIRWAYS LTD (T/A FLYMONTSERRAT)
MNU,"ELITE AIRWAYS (PORTLAND, ME)"
MNV,MAURITANIENNE AERIENNE ET NAVALE
MNX,MANX AIRLINES LTD.
MNY,"MOONEY AIRCRAFT CORPORATION (KERRVILLE, TX)"
MOC,AERO MARAT SA DE CV
MOD,AEROCLUBE DE COIMBRA
MOG,BAE SYSTEMS (CORPORATE AIR TRAVEL) LTD
MOK,LIGHT AIRCRAFT ASSOCIATION OF THE CZECH REPUBLIC
MOL,"TAXI AEREO DE MORELIA, S.A. DE C.V."
MOM,AIR COMPANY ALTAIR LIMITED LIABILITY COMPANY
MON,MONARCH AIRLINES LTD.
MOO,MOONAIR
MOP,"APA - AEROPUBLICITARIA DE ANGOLA, LDA"
MOR,"AEROLINEAS DE MORELIA, S.A. DE C.V."
MOT,MOTAHIDA AVIATION
MOV,VIM AIRLINES
MOW,"MOHAWK AIRLINES (ONEONTA, NY)"
MOZ,SALZBURGJETAVIATION GMBH
MPA,"MID-PACIFIC AIRLINES, INC. (HONOLULU, HI)"
MPC,MPC AIR DOO BEOGRAD (NOVI BEOGRAD)
MPD,AIR COMET
MPE,CANADIAN NORTH INC.
MPH,MARTINAIR HOLLAND N.V.
MPK,AIR INDUS
MPL,"MASTER PLANNER, INC."
MPO,"TRANSPORTES AEREOS AMPARO, S.A. DE C.V."
MPR,EMPIRE AVIATION SERVICES LIMITED
MQT,AIR ITM
MRA,"MARTINAIRE (ADDISON, TX)"
MRC,"MARTIN COMPANIES (KILGORE, TX)"
MRD,"MERIDIAN AIR CARGO, INC. (MERIDIAN, MS)"
MRE,NAMIBIA COMMERCIAL AVIATION (PTY) LTD
MRF,MAURITANIENNE AIR FRET
MRH,MARHAM FTU
MRJ,MERAJ AIRLINES
MRK,"MARKAIR INC. (ANCHORAGE, AK)"
MRL,MR LINES
MRN,MISSIONS GOUVERNEMENTALES FRANCAISES
MRO,"MORRISON FLYING SERVICE, INC. (HELENA, MT)"
MRP,ABAS
MRR,"WEST ISLE AIR, INC. (ANACORTES, WA)"
MRS,ESCADRON ROYAL MAROC
MRT,AIR MAURITANIE
MRV,LLC XENA
MRX,"HERMEN'S MARKAIR EXPRESS (ST. MARY'S, AK)"
MRY,AIR MARINE
MRZ,MEDICAL AIR RESCUE SERVICES (MARS)
MSA,POSTE AIR CARGO S.R.L.
MSB,AIR STORK
MSC,AIR CAIRO
MSE,EGYPTAIR EXPRESS
MSF,"MINSHENG INTERNATIONAL JET CO., LTD."
MSG,SAR - SERVICO AEREO REGIONAL
MSH,"U S MARSHALS SERVICE, U.S. DEPARTMENT OF JUSTICE (WASHINGTON, DC)"
MSI,MOTOR SICH
MSJ,"MAGNUM AIR (SKY JET), INC."
MSK,MAK.KG AIRLINES
MSL,MARSLAND AVIATION
MSM,AEROMAS
MSN,"MILENIUM AIR SERVICIOS AEREOS INTEGRADOS, S.A. DE C.V."
MSP,SERVICIO DE VIGILANCIA AEREA DEL MINISTERIO DE SEGURIDAD PUBLICA
MSQ,META - MESQUITA TRANSPORTES AEREOS LTDA
MSR,EGYPT AIR
MSS,GLOBAL AVIATION SARL
MST,MASTER TOP LINHAS AEREAS LTDA.
MSU,MGC AVIATION TA MALUTI SKY
MSX,EGYPTAIR CARGO
MSY,MASSEY UNIVERSITY SCHOOL OF AVIATION
MTA,"MITCHELL AERO, INC. D/B/A GAK/MITCHELL AERO, INC. (MILWAUKEE, WI)"
MTB,"AEROTAXIS METROPOLITANOS, S.A. DE C.V."
MTD,METROJETS LLC
MTE,MT FLY
MTF,INTERJET S.R.L.
MTG,"SERVICIOS AEREOS M.T.T., S.A. DE C.V."
MTH,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY (LEXINGTON, MA)"
MTI,"MONTERREY AIR TAXI, S.A. DE C.V."
MTJ,METROJET LIMITED
MTK,"AIR METACK, LDA"
MTL,RAF-AVIA
MTM,MD AIR LTD
MTN,"MOUNTAIN AIR CARGO, INC. (DENVER, NC)"
MTO,MARATHON AIRLINES
MTR,"METROFLIGHT INC. (HOUSTON, TX)"
MTS,"MED JETS, S.A. DE C.V."
MTU,MIDDLE TENNESSEE STATE UNIVERSITY (MTSU)
MTW,MAURITANIA AIRWAYS
MTX,"MULTI TAXI, S.A. DE C.V."
MUC,AIR MUNICH AVIATION AG
MUI,"TRANS AIR (HONOLULU, HI)"
MUK,MAERSK AIR CARGO UK LTD
MUN,"AEROMUNDO EJECUTIVO, S.A. DE C.V."
MUR,ATLAS AIR COMPANY
MUS,AIR ADELPHI LTD
MUT,"AZIMUT, LLC"
MVA,"MISSISSIPPI VALLEY AIRWAYS, INC. (LACROSSE, WI)"
MVE,MOVE AIRCRAFT FLIGHT SOLUTIONS
MVI,METRO BUSINESS AVIATION LTD
MVJ,MIRA VISTA AVIATION
MVK,NORTH STAR AVIATION
MVP,"PREMIER AIR, INC. DBA PREMIER PRIVATE JETS"
MVR,"MAVERICK AIRWAYS CORPORATION (DENVER, CO)"
MVS,SENOK AVIATION (PVT) LTD
MWA,MIDWEST AIRLINES
MWG,MASWINGS
MWH,ELEMENTAL AVIATION
MWI,MALAWIAN AIRLINES 2014
MWL,"GERLACH & ASSOCIATES, LLC D/B/A MIDWEST AIR LINK (VALPARAISO, IN)"
MWM,MODERN TRANSPORTE AEREO DE CARGA S.A.
MWN,MAX AIR SA NIGER
MWS,MALTA WINGS CO. LTD
MWT,"MIDWEST AVIATION DIVISION, INC. (MARSHALL, MN)"
MWW,MIDWEST WINGS
MWY,MAURITANIENNE AIR WAYS
MXA,"GRUPO AEROPORTUARIO, FERROVIARIO, DE SERVICIOS AUXILIARES Y CONEXOS, OLMECA-MAYA-MEXICA, S.A. DE C.V."
MXD,MALINDO AIRWAYS SDN. BHD. DBA BATIK AIR
MXE,MOCAMBIQUE EXPRESSO
MXF,"MAXIMUM FLIGHT ADVANTAGES, LLC (MIAMISBURG, OH)"
MXG,PRESIDENCIA DE MEXICO
MXM,MAXIMUS AIRLINES
MXO,"AEROTAXI MEXICANO, S.A. DE C.V."
MXP,"MAY AIR XPRESS, INC. (EL DORADO, AR)"
MXQ,"TRANSPORTES AEREOS MEXIQUENSES, S.A. DE C.V."
MXS,"SUNRISE AIRLINES INC. D/B/A MILLON EXPRESS (MIAMI, FL)"
MXT,"MEXICO TRANSPORTES AEREOS, S.A. DE C.V."
MXX,MERCHANT EXPRESS AVIATION
MXY,BREEZE AIRWAYS
MYA,MYFLUG H.F.
MYD,MAYA ISLAND AIR
MYF,"MYFLIGHT, S.A. DE C.V."
MYI,"MAYAIR, S.A. DE C.V."
MYJ,MY JET
MYK,"BEIJING MYKYLIN GENERAL AVIATION CO., LTD."
MYM,MYAIRLINE SDN. BHD.
MYO,"DOMINGUEZ TOLEDO, S.A. (GRUPO MAYORAL)"
MYP,MANN YADANARPON AIRLINES CO. LTD
MYS,"AERO YAQUI MAYO, S. A. DE C.V."
MYU,MY INDO AIRLINES
MYW,MYWAY AIRLINES CO LTD
MYX,SMARTLYNX AIRLINES ESTONIA
MZH,MERSAL AIR CARGO
MZI,"ZORTE AIR, LLC"
MZN,"AVIATION SPECIALTIES UNLIMITED, INC."
MZS,MAHFOOZ AVIATION
MZT,"FIRST MANDARIN BUSINESS AVIATION CO., LTD"
MZY,MERMOZ-ACADEMY
NAA,NORWEGIAN AIR ARGENTINA
NAB,NIGER AIR CARGO
NAC,"NORTHERN AIR CARGO, INC. (ANCHORAGE, AK)"
NAD,TINADAR AVIATION
NAE,NATIONAL AIRWAYS
NAF,ROYAL NETHERLANDS AIR FORCE (KONINKLIJKE LUCHTMACHT)
NAG,NAEW&C FORCE E-3A FLEET
NAI,NOVAIR
NAK,ENAC
NAL,NORTHWAY AVIATION LTD
NAM,GOVERNMENT AIR TRANSPORT SERVICES (GATS)
NAN,NORWEGIAN AIR NORWAY AS
NAO,"NORTH AMERICAN AIRLINES, INC. (JAMAICA, NY)"
NAT,"NORTH ATLANTIC AIR, INC. (DANVERS, MA)"
NAV,NAV FLIGHT PLANNING
NAW,NASS LLC
NAX,NORWEGIAN AIR SHUTTLE AS
NAY,NAYSA SERVICIOS AEREOS S.L.
NBK,ALBARKA AIR PLC
NBR,HAUGHEY AIR LTD
NBT,NORSE ATLANTIC AIRWAYS AS
NCA,"NIPPON CARGO AIRLINES CO., LTD."
NCB,NORTH CARIBOU FLYING SERVICE LTD.
NCC,"T3 AVIATION, INC."
NCG,NEDERLANDSE KUSTWACHT
NCH,CHANCHANGI AIRLINES (NIGERIA) LIMITED
NCJ,"NORTH CENTRAL AVIATION, LLC (ST. PAUL, MN)"
NCL,ACA-ANCARGO AIR SOCIEDADE DE TRANSPORTE DE CARGA LDA
NCN,NICON AIRWAYS LIMITED
NCO,NATALCO AIR LINES
NCP,CAPITAL AIRLINES LIMITED
NCR,"NATIONAL AIR CARGO GROUP, INC. (YPSILANTI, MI)"
NCT,NOKSCOOT AIRLINES CO. LTD.
NDA,NORDICA
NDD,NORDEND SRL
NDF,NAMIBIAN DEFENCE FORCE
NDG,MEDIMPACT HOLDINGS INC.
NDJ,MAIBA AIRWAYS
NDL,CHRONO AVIATION INC. D/B/A CHRONO AVIATION
NDT,"ND AEROTAXIS, S.A. DE C.V."
NDU,"UNIVERSITY OF NORTH DAKOTA (GRAND FORKS, ND)"
NDY,NORMANDIE AVIATION
NEA,"NEW ENGLAND AIRLINES, INC. (WESTERLY, RI)"
NEC,NECON AIR LTD
NEG,LINEA AEREA DE FUMIG. AGUAS NEGRAS S.A.
NEJ,NETJETS BUSINESS AVIATION LIMITED
NEL,NELLA AIRLINES LTDA
NEN,NORTH-EAST AIRLINES LTD
NEO,"AERONAUTICA DEL PRINCIPADO, S.L."
NEP,MY JET XPRESS AIRLINES SDN BHD
NES,NORTH EAST WEST SOUTH AIRLINES AB
NET,NETWORK AVIATION SERVICES (NIG) LTD
NEW,NORTHEASTERN AVIATION CORPORATION
NEX,NORTHERN EXECUTIVE AVIATION LTD.
NFA,NORTH FLYING A/S
NFE,NORDICFLITE OY LTD
NFL,"NORTHAIRE FREIGHT LINES LTD. (DAVISBURG, MI)"
NFX,"NETFLIX, INC."
NGC,"ANGOSERVICE, LDA."
NGF,"AIR CHARITY NETWORK (VIRGINIA BEACH, VA)"
NGL,MAX AIR LIMITED
NGN,LEAV
NGO,"AIR-ANGOL SOCIEDAD AERONAUTICA, LDA"
NGP,AIR NIGERIA PLC
NGR,NIGERIAN AIR FORCE
NGT,AIR DILIJANS
NGV,ANGOAVIA
NGX,NIGERIAN GLOBAL
NHC,"NORTHERN HELICOPTER GMBH, EMDEN"
NHD,NHV A/S
NHE,NORD HELIKOPTER
NHG,NHT LINHAS AEREAS LTDA.
NHK,"UNITED STATES GOVERNMENT, FEDERAL AVIATION ADMINISTRATION"
NHL,NORTHUMBRIA HELICOPTERS LIMITED
NHN,"MONGOLYN ALT MAK CO., LTD"
NHS,HELISYS JAPAN INC.
NHT,NEW HEIGHTS 291 (PTY) LTD
NHV,NHV AVIATION
NHX,NOORDZEE HELIKOPTERS VLAANDEREN
NHZ,NHV HELICOPTERS LTD
NIA,NILE AIR
NIG,AERO CONTRACTORS COMPANY OF NIGERIA LTD.
NIM,AIRNIMBUS
NIN,NIGER AIRLINES
NIT,"MIDDLE GEORGIA STATE UNIVERSITY (MACON, GA)"
NJA,"NEW JAPAN AVIATION CO., LTD"
NJC,"NASHVILLE JET CHARTERS, INC. (NASHVILLE, TN)"
NJE,"NETJETS, TRANSPORTES AEREOS S.A."
NJJ,NASJET PRIVATE AVIATION CO. LTD
NJM,NORTHERN JET MANAGEMENT
NJS,NATIONAL JET SYSTEMS GROUP
